timestamp,open,high,low,close,volume
2025-07-17T10:00:00Z,157.85,157.95,157.70,157.82,25_130
2025-07-17T10:01:00Z,157.82,157.88,157.68,157.75,23_842
2025-07-17T10:02:00Z,157.75,157.80,157.60,157.65,24_009
2025-07-17T10:03:00Z,157.65,157.78,157.62,157.70,20_776
2025-07-17T10:04:00Z,157.70,157.85,157.68,157.80,22_114
2025-07-17T10:05:00Z,157.80,157.92,157.74,157.88,19_987
2025-07-17T10:06:00Z,157.88,158.00,157.84,157.97,21_563
2025-07-17T10:07:00Z,157.97,158.10,157.90,158.05,26_440
2025-07-17T10:08:00Z,158.05,158.15,157.95,158.02,18_332
2025-07-17T10:09:00Z,158.02,158.08,157.92,157.98,17_491
2025-07-17T10:10:00Z,157.98,158.05,157.80,157.82,23_905
2025-07-17T10:11:00Z,157.82,157.90,157.70,157.75,21_220
2025-07-17T10:12:00Z,157.75,157.85,157.72,157.80,20_504
2025-07-17T10:13:00Z,157.80,157.95,157.77,157.92,24_887
2025-07-17T10:14:00Z,157.92,158.05,157.90,158.00,28_113
2025-07-17T10:15:00Z,158.00,158.12,157.96,158.08,27_586
2025-07-17T10:16:00Z,158.08,158.20,158.02,158.15,25_702
2025-07-17T10:17:00Z,158.15,158.25,158.05,158.18,22_441
2025-07-17T10:18:00Z,158.18,158.22,158.00,158.05,24_036
2025-07-17T10:19:00Z,158.05,158.10,157.90,157.96,20_980
2025-07-17T10:20:00Z,157.96,158.02,157.80,157.85,19_546
2025-07-17T10:21:00Z,157.85,157.95,157.75,157.90,21_188
2025-07-17T10:22:00Z,157.90,158.00,157.88,157.98,18_959
2025-07-17T10:23:00Z,157.98,158.10,157.95,158.07,23_771
2025-07-17T10:24:00Z,158.07,158.18,158.00,158.12,26_095
2025-07-17T10:25:00Z,158.12,158.25,158.05,158.20,28_666
2025-07-17T10:26:00Z,158.20,158.35,158.12,158.28,30_104
2025-07-17T10:27:00Z,158.28,158.38,158.20,158.30,29_345
2025-07-17T10:28:00Z,158.30,158.32,158.15,158.18,22_673
2025-07-17T10:29:00Z,158.18,158.22,158.00,158.05,24_128
2025-07-17T10:30:00Z,158.05,158.10,157.95,158.00,32_011
