timestamp,open,high,low,close,volume
2025-01-17T09:30:00Z,1685.12,1685.21,1685.01,1685.33,13376
2025-01-17T09:31:00Z,1685.55,1685.82,1685.44,1685.50,11207
2025-01-17T09:32:00Z,1685.01,1685.21,1684.77,1685.03,16278
2025-01-17T09:33:00Z,1684.29,1684.87,1684.07,1684.39,7538
2025-01-17T09:34:00Z,1684.00,1684.06,1683.63,1683.91,12787
2025-01-17T09:35:00Z,1683.94,1683.96,1683.81,1683.94,11817
2025-01-17T09:36:00Z,1683.92,1684.08,1683.89,1683.78,13845
2025-01-17T09:37:00Z,1683.59,1683.68,1683.43,1683.67,13357
2025-01-17T09:38:00Z,1682.84,1683.03,1682.83,1682.85,11456
2025-01-17T09:39:00Z,1682.84,1682.94,1682.71,1682.89,7887
2025-01-17T09:40:00Z,1682.31,1682.52,1682.07,1682.19,14959
2025-01-17T09:41:00Z,1682.39,1682.71,1682.11,1682.46,12512
2025-01-17T09:42:00Z,1682.23,1682.55,1682.00,1682.22,11415
2025-01-17T09:43:00Z,1681.59,1681.66,1681.32,1681.52,6453
2025-01-17T09:44:00Z,1681.75,1681.90,1681.57,1681.66,8826
2025-01-17T09:45:00Z,1681.38,1681.51,1681.35,1681.42,9648
2025-01-17T09:46:00Z,1681.18,1681.28,1680.93,1681.08,8463
2025-01-17T09:47:00Z,1681.85,1682.36,1681.71,1681.73,11649
2025-01-17T09:48:00Z,1681.49,1681.65,1681.12,1681.47,9828
2025-01-17T09:49:00Z,1681.64,1681.88,1681.55,1681.66,8119
2025-01-17T09:50:00Z,1682.10,1682.53,1681.93,1682.05,7845
2025-01-17T09:51:00Z,1682.53,1682.86,1682.51,1682.48,9207
2025-01-17T09:52:00Z,1682.15,1682.29,1681.95,1682.17,10938
2025-01-17T09:53:00Z,1682.11,1682.23,1682.08,1682.18,19540
2025-01-17T09:54:00Z,1682.59,1682.66,1682.47,1682.71,11501
2025-01-17T09:55:00Z,1683.09,1683.14,1682.72,1683.11,8883
2025-01-17T09:56:00Z,1683.87,1684.13,1683.71,1683.76,9064
2025-01-17T09:57:00Z,1684.45,1684.51,1684.12,1684.48,6003
2025-01-17T09:58:00Z,1684.20,1684.22,1683.97,1684.25,12416
2025-01-17T09:59:00Z,1683.54,1683.72,1683.53,1683.55,6618
2025-01-17T10:00:00Z,1683.69,1684.01,1683.48,1683.83,7434
2025-01-17T10:01:00Z,1684.04,1684.25,1684.03,1684.14,7161
2025-01-17T10:02:00Z,1684.49,1684.80,1684.35,1684.47,14690
2025-01-17T10:03:00Z,1684.63,1684.69,1684.55,1684.50,16235
2025-01-17T10:04:00Z,1685.03,1685.30,1684.85,1684.99,10740
2025-01-17T10:05:00Z,1685.14,1685.19,1684.90,1685.12,18960
2025-01-17T10:06:00Z,1685.10,1685.39,1684.90,1684.94,6194
2025-01-17T10:07:00Z,1685.43,1685.45,1685.42,1685.31,7685
2025-01-17T10:08:00Z,1685.66,1685.72,1685.58,1685.59,13354
2025-01-17T10:09:00Z,1685.95,1685.98,1685.88,1685.96,16872
2025-01-17T10:10:00Z,1685.42,1685.67,1685.08,1685.45,10532
2025-01-17T10:11:00Z,1685.02,1685.02,1685.02,1685.10,11329
2025-01-17T10:12:00Z,1685.02,1685.41,1685.00,1685.19,12315
2025-01-17T10:13:00Z,1685.52,1685.53,1685.33,1685.49,10653
2025-01-17T10:14:00Z,1685.44,1685.55,1685.43,1685.46,5801
2025-01-17T10:15:00Z,1685.48,1685.78,1685.29,1685.45,6141
2025-01-17T10:16:00Z,1685.40,1685.42,1685.19,1685.39,18002
2025-01-17T10:17:00Z,1685.75,1685.98,1685.66,1685.74,9193
2025-01-17T10:18:00Z,1685.57,1685.60,1685.41,1685.52,15273
2025-01-17T10:19:00Z,1685.59,1686.10,1685.55,1685.51,17254
2025-01-17T10:20:00Z,1685.31,1685.37,1684.81,1685.19,15895
2025-01-17T10:21:00Z,1684.48,1684.60,1684.29,1684.42,17455
2025-01-17T10:22:00Z,1683.97,1684.07,1683.80,1683.83,19858
2025-01-17T10:23:00Z,1683.80,1684.03,1683.73,1683.86,19947
2025-01-17T10:24:00Z,1684.19,1684.20,1684.06,1684.18,5800
2025-01-17T10:25:00Z,1684.58,1684.70,1684.46,1684.48,17604
2025-01-17T10:26:00Z,1684.61,1684.67,1684.42,1684.57,16039
2025-01-17T10:27:00Z,1683.83,1683.90,1683.64,1683.83,7617
2025-01-17T10:28:00Z,1684.39,1684.49,1684.19,1684.27,8486
2025-01-17T10:29:00Z,1684.44,1684.49,1684.40,1684.57,17339
