timestamp,open,high,low,close,volume
2025-07-02T09:30:00Z,486.69,487.88,485.51,487.64,18902
2025-07-02T09:31:00Z,488.89,489.76,488.02,489.25,19416
2025-07-02T09:32:00Z,487.36,487.93,486.79,487.3,19276
2025-07-02T09:33:00Z,489.03,489.58,488.49,489.13,21760
2025-07-02T09:34:00Z,488.68,489.85,487.5,488.1,16757
2025-07-02T09:35:00Z,487.19,488.34,486.04,487.36,16075
2025-07-02T09:36:00Z,485.42,486.72,484.11,485.6,22800
2025-07-02T09:37:00Z,484.88,485.83,483.93,485.08,33434
2025-07-02T09:38:00Z,483.38,484.24,482.51,483.18,21112
2025-07-02T09:39:00Z,482.11,483.5,480.72,481.45,32323
2025-07-02T09:40:00Z,482.79,483.27,482.3,482.94,20788
2025-07-02T09:41:00Z,484.17,485.19,483.16,483.48,22234
2025-07-02T09:42:00Z,482.84,483.94,481.75,483.68,19032
2025-07-02T09:43:00Z,485.52,486.73,484.3,484.83,22691
2025-07-02T09:44:00Z,484.07,484.92,483.22,484.46,21815
2025-07-02T09:45:00Z,485.0,485.74,484.26,485.09,34913
2025-07-02T09:46:00Z,483.78,484.52,483.04,483.23,16544
2025-07-02T09:47:00Z,485.45,486.24,484.67,485.0,25055
2025-07-02T09:48:00Z,485.9,487.03,484.77,485.96,21611
2025-07-02T09:49:00Z,486.96,488.35,485.56,487.19,29737
2025-07-02T09:50:00Z,484.97,485.93,484.02,485.1,15040
2025-07-02T09:51:00Z,484.15,484.64,483.67,483.85,25940
2025-07-02T09:52:00Z,483.88,484.95,482.82,483.05,22993
2025-07-02T09:53:00Z,481.84,482.53,481.16,482.26,29458
2025-07-02T09:54:00Z,482.85,483.34,482.36,483.0,29075
2025-07-02T09:55:00Z,482.68,483.76,481.59,483.29,17575
2025-07-02T09:56:00Z,480.88,481.42,480.34,480.85,16139
2025-07-02T09:57:00Z,481.0,482.26,479.75,479.79,18683
2025-07-02T09:58:00Z,477.94,479.15,476.73,476.93,30567
2025-07-02T09:59:00Z,475.02,475.76,474.28,475.52,23603
2025-07-02T10:00:00Z,476.6,477.9,475.31,475.58,21713
2025-07-02T10:01:00Z,476.16,477.3,475.02,476.09,27988
2025-07-02T10:02:00Z,478.36,479.07,477.66,478.56,17492
2025-07-02T10:03:00Z,477.03,478.26,475.8,477.71,17225
2025-07-02T10:04:00Z,479.08,480.33,477.82,478.1,29192
2025-07-02T10:05:00Z,480.11,480.92,479.3,480.09,26293
2025-07-02T10:06:00Z,480.16,481.48,478.85,479.87,22160
2025-07-02T10:07:00Z,477.94,478.72,477.16,477.71,31109
2025-07-02T10:08:00Z,476.79,477.5,476.08,477.15,21756
2025-07-02T10:09:00Z,475.5,476.07,474.92,475.36,15499
2025-07-02T10:10:00Z,476.61,477.5,475.73,475.98,29912
2025-07-02T10:11:00Z,477.4,478.45,476.34,477.88,27977
2025-07-02T10:12:00Z,478.66,479.76,477.55,479.4,22046
2025-07-02T10:13:00Z,478.55,479.04,478.06,478.22,19984
2025-07-02T10:14:00Z,478.47,479.9,477.05,477.89,22464
2025-07-02T10:15:00Z,479.21,479.88,478.54,478.93,30994
2025-07-02T10:16:00Z,476.8,477.86,475.74,477.12,30416
2025-07-02T10:17:00Z,479.47,480.18,478.76,478.92,17546
2025-07-02T10:18:00Z,476.64,477.98,475.29,475.38,17250
2025-07-02T10:19:00Z,477.13,478.27,475.99,476.91,30691
2025-07-02T10:20:00Z,476.21,476.79,475.62,476.32,17076
2025-07-02T10:21:00Z,475.73,476.67,474.79,475.98,29488
2025-07-02T10:22:00Z,478.12,479.47,476.77,479.44,17398
2025-07-02T10:23:00Z,481.54,482.25,480.83,481.43,17523
2025-07-02T10:24:00Z,483.16,484.47,481.86,483.51,16206
2025-07-02T10:25:00Z,483.48,484.63,482.33,482.66,19026
2025-07-02T10:26:00Z,481.88,482.67,481.08,482.47,21950
2025-07-02T10:27:00Z,482.57,483.54,481.6,482.25,34658
2025-07-02T10:28:00Z,481.73,482.47,480.98,481.6,18281
2025-07-02T10:29:00Z,483.3,484.69,481.9,483.52,33937
